Mod:Item:MetaData, Localized Name
bibliocraft:lampgold:13, 精致灯具
bibliocraft:lampgold:14, 精致灯具
bibliocraft:lampgold:15, 精致灯具
bibliocraft:lampiron:0, 精致灯具
bibliocraft:lampiron:1, 精致灯具
bibliocraft:lampiron:2, 精致灯具
bibliocraft:lampiron:3, 精致灯具
bibliocraft:lampiron:4, 精致灯具
bibliocraft:lampiron:5, 精致灯具
bibliocraft:lampiron:6, 精致灯具
bibliocraft:lampiron:7, 精致灯具
bibliocraft:lampiron:8, 精致灯具
bibliocraft:lampiron:9, 精致灯具
bibliocraft:lampiron:10, 精致灯具
bibliocraft:lampiron:11, 精致灯具
bibliocraft:lampiron:12, 精致灯具
bibliocraft:lampiron:13, 精致灯具
bibliocraft:lampiron:14, 精致灯具
bibliocraft:lampiron:15, 精致灯具
bibliocraft:furniturepaneler:0, 橡木家具板材机
bibliocraft:furniturepaneler:1, 云杉木家具板材机
bibliocraft:furniturepaneler:2, 白桦木家具板材机
bibliocraft:furniturepaneler:3, 丛林木家具板材机
bibliocraft:furniturepaneler:4, 金合欢木家具板材机
bibliocraft:furniturepaneler:5, 深色橡木家具板材机
bibliocraft:furniturepaneler:6, 镶框家具板材机
bibliocraft:framedchest:0, 橡木镶框箱子
bibliocraft:framedchest:1, 云杉木镶框箱子
bibliocraft:framedchest:2, 白桦木镶框箱子
bibliocraft:framedchest:3, 丛林木镶框箱子
bibliocraft:framedchest:4, 金合欢木镶框箱子
bibliocraft:framedchest:5, 深色橡木镶框箱子
bibliocraft:framedchest:6, 镶框箱子
bibliocraft:fancysign:0, 橡木精致木牌
bibliocraft:fancysign:1, 云杉木精致木牌
bibliocraft:fancysign:2, 白桦木精致木牌
bibliocraft:fancysign:3, 丛林木精致木牌
bibliocraft:fancysign:4, 金合欢木精致木牌
bibliocraft:fancysign:5, 深色橡木精致木牌
bibliocraft:fancysign:6, 镶框精致木牌
bibliocraft:fancyworkbench:0, 橡木精致工作台
bibliocraft:fancyworkbench:1, 云杉木精致工作台
bibliocraft:fancyworkbench:2, 白桦木精致工作台
bibliocraft:fancyworkbench:3, 丛林木精致工作台
bibliocraft:fancyworkbench:4, 金合欢木精致工作台
bibliocraft:fancyworkbench:5, 深色橡木精致工作台
bibliocraft:fancyworkbench:6, 镶框精致工作台
bibliocraft:potionshelf:0, 橡木药水架
bibliocraft:potionshelf:1, 云杉木药水架
bibliocraft:potionshelf:2, 白桦木药水架
bibliocraft:potionshelf:3, 丛林木药水架
bibliocraft:potionshelf:4, 金合欢木药水架
bibliocraft:potionshelf:5, 深色橡木药水架
bibliocraft:potionshelf:6, 镶框药水架
bibliocraft:toolrack:0, 橡木工具架
bibliocraft:toolrack:1, 云杉木工具架
bibliocraft:toolrack:2, 白桦木工具架
bibliocraft:toolrack:3, 丛林木工具架
bibliocraft:toolrack:4, 金合欢木工具架
bibliocraft:toolrack:5, 深色橡木工具架
bibliocraft:toolrack:6, 镶框工具架
bibliocraft:label:0, 橡木标签
bibliocraft:label:1, 云杉木标签
bibliocraft:label:2, 白桦木标签
bibliocraft:label:3, 丛林木标签
bibliocraft:label:4, 金合欢木标签
bibliocraft:label:5, 深色橡木标签
bibliocraft:label:6, 镶框标签
bibliocraft:desk:0, 橡木书桌
bibliocraft:desk:1, 云杉木书桌
bibliocraft:desk:2, 白桦木书桌
bibliocraft:desk:3, 丛林木书桌
bibliocraft:desk:4, 金合欢木书桌
bibliocraft:desk:5, 深色橡木书桌
bibliocraft:desk:6, 镶框餐桌
bibliocraft:table:0, 橡木餐桌
bibliocraft:table:1, 云杉木餐桌
bibliocraft:table:2, 白桦木餐桌
bibliocraft:table:3, 丛林木餐桌
bibliocraft:table:4, 金合欢木餐桌
bibliocraft:table:5, 深色橡木餐桌
bibliocraft:table:6, 镶框书桌
bibliocraft:seat:0, 橡木椅子
bibliocraft:seat:1, 云杉木椅子
bibliocraft:seat:2, 白桦木椅子
bibliocraft:seat:3, 丛林木椅子
bibliocraft:seat:4, 金合欢木椅子
bibliocraft:seat:5, 深色橡木椅子
bibliocraft:seat:6, 镶框椅子
bibliocraft:clock:0, 橡木时钟
bibliocraft:clock:1, 云杉木时钟
bibliocraft:clock:2, 白桦木时钟
bibliocraft:clock:3, 丛林木时钟
bibliocraft:clock:4, 金合欢木时钟
bibliocraft:clock:5, 深色橡木台钟
bibliocraft:clock:6, 镶框钟
bibliocraft:case:0, 橡木展示盒
bibliocraft:case:1, 云杉木展示盒
bibliocraft:case:2, 白桦木展示盒
bibliocraft:case:3, 丛林木展示盒
bibliocraft:case:4, 金合欢木展示盒
bibliocraft:case:5, 深色橡木展示盒
bibliocraft:case:6, 镶框展示盒
bibliocraft:mapframe:0, 橡木地图框
bibliocraft:mapframe:1, 云杉木地图框
bibliocraft:mapframe:2, 白桦木地图框
bibliocraft:mapframe:3, 丛林木地图框
bibliocraft:mapframe:4, 金合欢木地图框
bibliocraft:mapframe:5, 深色橡木地图框
bibliocraft:mapframe:6, 镶框地图框
bibliocraft:paintingframeflat:0, 橡木画框
bibliocraft:paintingframeflat:1, 云杉木画框
bibliocraft:paintingframeflat:2, 白桦木画框
bibliocraft:paintingframeflat:3, 丛林木画框
bibliocraft:paintingframeflat:4, 金合欢木画框
bibliocraft:paintingframeflat:5, 深色橡木画框
bibliocraft:paintingframeflat:6, 镶框画框
bibliocraft:paintingframesimple:0, 橡木画框
bibliocraft:paintingframesimple:1, 云杉木画框
bibliocraft:paintingframesimple:2, 白桦木画框
bibliocraft:paintingframesimple:3, 丛林木画框
bibliocraft:paintingframesimple:4, 金合欢木画框
bibliocraft:paintingframesimple:5, 深色橡木画框
bibliocraft:paintingframesimple:6, 镶框画框
bibliocraft:paintingframemiddle:0, 橡木画框
bibliocraft:paintingframemiddle:1, 云杉木画框
bibliocraft:paintingframemiddle:2, 白桦木画框
bibliocraft:paintingframemiddle:3, 丛林木画框
bibliocraft:paintingframemiddle:4, 金合欢木画框
bibliocraft:paintingframemiddle:5, 深色橡木画框
bibliocraft:paintingframemiddle:6, 镶框画框
bibliocraft:paintingframefancy:0, 橡木画框
bibliocraft:paintingframefancy:1, 云杉木画框
bibliocraft:paintingframefancy:2, 白桦木画框
bibliocraft:paintingframefancy:3, 丛林木画框
bibliocraft:paintingframefancy:4, 金合欢木画框
bibliocraft:paintingframefancy:5, 深色橡木画框
bibliocraft:paintingframefancy:6, 镶框画框
bibliocraft:paintingframeborderless:0, 橡木画框
bibliocraft:paintingframeborderless:1, 云杉木画框
bibliocraft:paintingframeborderless:2, 白桦木画框
bibliocraft:paintingframeborderless:3, 丛林木画框
bibliocraft:paintingframeborderless:4, 金合欢木画框
bibliocraft:paintingframeborderless:5, 深色橡木画框
bibliocraft:paintingframeborderless:6, 镶框画框
bibliocraft:paintingpress, 制画机
bibliocraft:typewriter:0, 白色打字机
bibliocraft:typewriter:1, 淡灰色打字机
bibliocraft:typewriter:2, 灰色打字机
bibliocraft:typewriter:3, 黑色打字机
bibliocraft:typewriter:4, 红色打字机
bibliocraft:typewriter:5, 橙色打字机
bibliocraft:typewriter:6, 黄色打字机
bibliocraft:typewriter:7, 黄绿色打字机
bibliocraft:typewriter:8, 绿色打字机
bibliocraft:typewriter:9, 青色打字机
bibliocraft:typewriter:10, 淡蓝色打字机
bibliocraft:typewriter:11, 蓝色打字机
bibliocraft:typewriter:12, 紫色打字机
bibliocraft:typewriter:13, 品红色打字机
bibliocraft:typewriter:14, 粉色打字机
bibliocraft:typewriter:15, 棕色打字机
bibliocraft:swordpedestal:0, 剑座
bibliocraft:swordpedestal:1, 剑座
bibliocraft:swordpedestal:2, 剑座
bibliocraft:swordpedestal:3, 剑座
bibliocraft:swordpedestal:4, 剑座
bibliocraft:swordpedestal:5, 剑座
bibliocraft:swordpedestal:6, 剑座
bibliocraft:swordpedestal:7, 剑座
bibliocraft:swordpedestal:8, 剑座
bibliocraft:swordpedestal:9, 剑座
bibliocraft:swordpedestal:10, 剑座
bibliocraft:swordpedestal:11, 剑座
bibliocraft:swordpedestal:12, 剑座
bibliocraft:swordpedestal:13, 剑座
bibliocraft:swordpedestal:14, 剑座
bibliocraft:swordpedestal:15, 剑座
bibliocraft:armorstand:0, 橡木衣架
bibliocraft:armorstand:1, 云杉木衣架
bibliocraft:armorstand:2, 白桦木衣架
bibliocraft:armorstand:3, 丛林木衣架
bibliocraft:armorstand:4, 金合欢木衣架
bibliocraft:armorstand:5, 深色橡木衣架
bibliocraft:armorstand:6, 镶框衣架
bibliocraft:bell, 桌铃
bibliocraft:typesettingtable, 排版台
bibliocraft:printingpress, 拓印机
bibliocraft:cookiejar, 曲奇罐
bibliocraft:dinnerplate, 餐盘
bibliocraft:discrack, 唱片架
bibliocraft:compass, 指南针
bibliocraft:maptool, 制图盘
bibliocraft:seatback1:0, 橡木椅背
bibliocraft:seatback1:1, 云杉木椅背
bibliocraft:seatback1:2, 白桦木椅背
bibliocraft:seatback1:3, 丛林木椅背
bibliocraft:seatback1:4, 金合欢木椅背
bibliocraft:seatback1:5, 深色橡木椅背
bibliocraft:seatback1:6, 镶框椅背
bibliocraft:seatback2:0, 橡木椅背
bibliocraft:seatback2:1, 云杉木椅背
bibliocraft:seatback2:2, 白桦木椅背
bibliocraft:seatback2:3, 丛林木椅背
bibliocraft:seatback2:4, 金合欢木椅背
bibliocraft:seatback2:5, 深色橡木椅背
bibliocraft:seatback2:6, 镶框椅背
bibliocraft:seatback3:0, 橡木椅背
bibliocraft:seatback3:1, 云杉木椅背
bibliocraft:seatback3:2, 白桦木椅背
bibliocraft:seatback3:3, 丛林木椅背
bibliocraft:seatback3:4, 金合欢木椅背
bibliocraft:seatback3:5, 深色橡木椅背
bibliocraft:seatback3:6, 镶框椅背
bibliocraft:seatback4:0, 橡木椅背
bibliocraft:seatback4:1, 云杉木椅背
bibliocraft:seatback4:2, 白桦木椅背
bibliocraft:seatback4:3, 丛林木椅背
bibliocraft:seatback4:4, 金合欢木椅背
bibliocraft:seatback4:5, 深色橡木椅背
bibliocraft:seatback4:6, 镶框椅背
bibliocraft:seatback5:0, 橡木椅背
bibliocraft:seatback5:1, 云杉木椅背
bibliocraft:seatback5:2, 白桦木椅背
bibliocraft:seatback5:3, 丛林木椅背
bibliocraft:seatback5:4, 金合欢木椅背
bibliocraft:seatback5:5, 深色橡木椅背
bibliocraft:seatback5:6, 镶框椅背
bibliocraft:stockroomcatalog, 仓库目录
bibliocraft:plumbline, 铅垂线
bibliocraft:framingsaw, 镶框锯
bibliocraft:framingboard, 镶框板
bibliocraft:framingsheet, 镶框片
bibliocraft:testeritem, 物品名检测器
bibliocraft:atlasbook:0, 地图册
bibliocraft:atlasplate, 地图板
bibliocraft:deathcompass, 永恒罗盘
bibliocraft:paintingcanvas, 画布
bibliocraft:bigbook, 精致成书
bibliocraft:recipebook, 空白合成手册
bibliocraft:slottedbook, 中空书
bibliocraft:handdrill, 手摇钻
bibliocraft:tapemeasure, 卷尺
bibliocraft:tape, 卷尺卷筒
bibliocraft:bibliochase, 拓印槽
bibliocraft:printplate, 拓印片
bibliocraft:enchantedplate, 附魔片
bibliocraft:biblioredbook, 红石之书：第一卷
bibliocraft:biblioglasses:0, 老花镜
bibliocraft:biblioglasses:1, 太阳镜
bibliocraft:biblioglasses:2, 单片眼镜
bibliocraft:bibliodrill, 机械螺丝刀
bibliocraft:bibliocreativelock, 钥匙与锁
bibliocraft:biblioclipboard, 写字板
campfire:ash, 余灰
campfire:campfire, 简易营火
champions:champion_egg, 生成精英怪
compactmachines3:tunnel, 接口
compactmachines3:redstonetunnel, 红石接口
compactmachines3:wall, 紧实型压缩空间壁
compactmachines3:wallbreakable, 压缩空间壁
compactmachines3:machine:0, 微型压缩空间机械
compactmachines3:machine:1, 小型压缩空间机械
compactmachines3:machine:2, 普通压缩空间机械
compactmachines3:machine:3, 大型压缩空间机械
compactmachines3:machine:4, 巨型压缩空间机械
compactmachines3:machine:5, 超大型压缩空间机械
compactmachines3:fieldprojector, 压缩空间机械制作器
compactmachines3:psd, 传送器
compactmachines3:tunneltool, 接口
compactmachines3:redstonetunneltool, 红石接口
covers_everywhere:conveyor, 传送带
covers_everywhere:crowbar, 撬棍
covers_everywhere:screwdriver, 螺丝刀
danger:safe_beacon, Safe Beacon
danger:creature_compound, Creature Compound
enchxchg:exchanger, 附魔交换器
enchxchg:mobile_exchanger, 便携式附魔交换器
enderio:item_enderface, 末影接口
enderio:item_conduit_facade:0, 导管框架
enderio:item_conduit_facade:1, 硬化导管框架
enderio:item_conduit_facade:2, 透明导管框架
enderio:item_conduit_facade:3, 硬化透明导管框架
enderio:item_basic_capacitor:0, 基础电容
enderio:item_basic_capacitor:1, 双层电容
enderio:item_basic_capacitor:2, 八位电容
enderio:block_alloy:0, 磁钢块
enderio:block_alloy:1, 充能合金块
enderio:block_alloy:2, 脉冲合金块
enderio:block_alloy:3, 红石合金块
enderio:block_alloy:4, 导电铁块
enderio:block_alloy:5, 脉冲铁块
enderio:block_alloy:6, 玄钢块
enderio:block_alloy:7, 魂金块
enderio:block_alloy:8, 末影钢块
enderio:block_alloy:9, 铁合金块
enderio:item_alloy_ingot:0, 磁钢锭
enderio:item_alloy_ingot:1, 充能合金锭
enderio:item_alloy_ingot:2, 脉冲合金锭
enderio:item_alloy_ingot:3, 红石合金锭
enderio:item_alloy_ingot:4, 导电铁锭
enderio:item_alloy_ingot:5, 脉冲铁锭
enderio:item_alloy_ingot:6, 玄钢锭
enderio:item_alloy_ingot:7, 魂金锭
enderio:item_alloy_ingot:8, 末影钢锭
enderio:item_alloy_ingot:9, 铁合金锭
enderio:item_alloy_nugget:0, 磁钢粒
enderio:item_alloy_nugget:1, 充能合金粒
enderio:item_alloy_nugget:2, 脉冲合金粒
enderio:item_alloy_nugget:3, 红石合金粒
enderio:item_alloy_nugget:4, 导电铁粒
enderio:item_alloy_nugget:5, 脉冲铁粒
enderio:item_alloy_nugget:6, 玄钢粒
enderio:item_alloy_nugget:7, 魂金粒
enderio:item_alloy_nugget:8, 末影钢粒
enderio:item_alloy_nugget:9, 铁合金粒
enderio:item_alloy_ball:0, 磁钢磨珠
enderio:item_alloy_ball:1, 充能合金磨珠
enderio:item_alloy_ball:2, 脉冲合金磨珠
enderio:item_alloy_ball:3, 红石合金磨珠
enderio:item_alloy_ball:4, 导电铁磨珠
enderio:item_alloy_ball:5, 脉冲铁磨珠
enderio:item_alloy_ball:6, 玄钢磨珠
enderio:item_alloy_ball:7, 魂金磨珠
enderio:item_alloy_ball:8, 末影钢磨珠
enderio:item_alloy_ball:9, 铁合金磨珠
enderio:item_material:0, 机器框架模具
enderio:item_material:1, 机器框架
enderio:item_material:2, 机器框架板
enderio:item_material:3, 光伏板
enderio:item_material:4, 导管粘合剂
enderio:item_material:5, 硅
enderio:item_material:6, 滑翔机翼
enderio:item_material:7, 滑翔机
enderio:item_material:8, 营养精华棒
enderio:item_material:9, 木质传动齿轮
enderio:item_material:10, 石质传动齿轮
enderio:item_material:11, 铁质传动齿轮
enderio:item_material:12, 充能传动齿轮
enderio:item_material:13, 脉冲传动齿轮
enderio:item_material:14, 脉冲水晶
enderio:item_material:15, 充能水晶
enderio:item_material:16, 末影水晶
enderio:item_material:17, 诱引水晶
enderio:item_material:18, 天气水晶
enderio:item_material:19, 预知水晶
enderio:item_material:20, 基岩粉
enderio:item_material:21, 面粉
enderio:item_material:22, 粘合胚料
enderio:item_material:23, 煤粉
enderio:item_material:24, 铁粉
enderio:item_material:25, 金粉
enderio:item_material:26, 铜粉
enderio:item_material:27, 锡粉
enderio:item_material:28, 末影珍珠粉
enderio:item_material:29, 黑曜石粉
enderio:item_material:31, 钴粉
enderio:item_material:32, 青金石粉
enderio:item_material:33, 石英粉
enderio:item_material:34, 预知水晶粉
enderio:item_material:35, 充能水晶粉末
enderio:item_material:36, 脉冲水晶粉
enderio:item_material:37, 末影水晶粉
enderio:item_material:38, 光合粉
enderio:item_material:39, 末影锭粗胚
enderio:item_material:40, 僵尸电极
enderio:item_material:41, Z-逻辑控制器
enderio:item_material:42, 人造僵尸
enderio:item_material:43, 末影谐振器
enderio:item_material:44, 意识末影谐振器
enderio:item_material:45, 骷髅契约板
enderio:item_material:46, 植物碎叶
enderio:item_material:47, 松散枯草
enderio:item_material:48, 有机绿色染料
enderio:item_material:49, 有机棕色染料
enderio:item_material:50, 有机黑色染料
enderio:item_material:51, 机器涂料
enderio:item_material:52, 灵魂协调涂料粉末
enderio:item_material:53, 灵魂机器框架
enderio:item_material:54, 强化机器框架
enderio:item_material:55, 离魂机器框架
enderio:item_material:56, 守卫者电子二极管
enderio:item_material:57, 信素磨珠
enderio:item_material:58, 末影磨珠
enderio:item_material:59, 流明磨珠
enderio:item_material:60, 基础红石过滤器
enderio:item_material:61, 混乱粉末
enderio:item_material:62, 末影碎片
enderio:item_material:63, 凋零尘
enderio:item_material:64, 远程接入升级
enderio:item_material:65, 无线能量传输碟状接收器
